Year,Month,MonthIndex,Region,Segment,RevenueLag1,RevenueLag2,RevenueLag3,AvgDealSize,MonthlyTotalRevenue
2024,3,50,Central,Small & Medium,724693.7541,272051.263,324730.6805,31459.3329,408971.3277
2024,3,50,East,Large,402404.2844,226449.908,331398.7984,30617.4682,367409.6189
2024,3,50,East,Small & Medium,343532.7302,257621.6404,453103.9675,30509.6419,579683.1963
2024,3,50,East,Small & Medium,487852.4179,406960.7534,521933.8201,27923.3473,418850.2095
2024,4,51,Central,Strategic,340984.5894,393527.7178,243750.4215,27542.394,247881.5458
2024,4,51,East,Strategic,304453.4255,403100.8675,544655.0033,26211.1427,366955.9982
2024,4,51,Central,Strategic,520837.7628,316729.6454,302082.6135,32293.4895,581282.811
2024,4,51,West,Large,267019.1248,421174.3069,501525.587,28177.963,422669.445
2024,4,51,Central,Large,649710.9724,424510.6782,816880.6359,28648.1147,458369.8344
2024,4,51,West,Strategic,532561.9056,647862.8815,416150.3004,25600.8282,332810.7662
2024,4,51,East,Large,472853.506,687905.6063,796772.1801,34951.8044,384469.8483
2024,4,51,East,Large,460232.9768,488445.5442,434280.2629,34839.2053,348392.0534
2024,4,51,East,Small & Medium,403770.4614,284314.1223,538028.8855,33260.6168,498909.2513
2024,4,51,West,Strategic,604970.1045,357007.7052,665893.9136,34452.0489,447876.6355
2024,4,51,Central,Strategic,827789.3603,627742.077,541025.3146,25780.7972,360931.1609
2024,4,51,Central,Strategic,436431.3828,505324.5581,600134.3321,28117.9722,534241.4712
2024,4,51,East,Strategic,271050.0561,524856.7428,626131.1684,30017.1772,600343.5446
2024,4,51,West,Strategic,544835.3045,345045.8708,611976.7979,29435.0146,470960.2333
2024,4,51,West,Large,520320.3813,531424.2521,499625.882,23590.5429,330267.6001
2024,4,51,East,Strategic,171891.7826,275742.1939,666219.4249,28905.7228,520303.0098
2024,4,51,West,Strategic,375324.4911,459567.4557,568679.5451,32331.6759,614301.8422
2024,4,51,West,Strategic,519040.7432,501132.5722,295358.0137,25576.9591,409231.3449
2024,4,51,West,Large,405433.8342,578275.7344,463698.7316,34168.2511,546692.0181
2024,4,51,East,Large,250890.2114,385844.5337,534563.8683,35443.1276,531646.9147
2024,4,51,East,Strategic,700010.5008,486348.5617,305829.1674,31888.7344,382664.8122
2024,4,51,East,Small & Medium,483541.4303,540874.8336,499139.7563,29548.8861,413684.4059
2024,4,51,West,Small & Medium,444241.2847,428033.3643,342929.2994,35090.4832,526357.2486
2024,4,51,West,Strategic,510837.5577,624403.542,395613.0796,31102.1774,435430.4835
2024,4,51,West,Large,249911.9861,428508.4788,501349.2606,29999.0616,329989.6776
2024,4,51,East,Small & Medium,509899.8744,193208.5313,647864.3869,26295.7674,420732.279
2024,4,51,East,Strategic,616879.0754,462612.5918,647931.4541,27989.0676,475814.1491
2024,4,51,East,Small & Medium,609048.629,389472.1414,450638.3868,27321.0935,382495.3093
2024,4,51,West,Small & Medium,428921.8388,631663.3279,460883.6327,27252.7184,381538.0579
2024,4,51,Central,Large,462661.9591,711190.9948,537838.6054,26837.1461,348882.8987
2024,4,51,West,Large,602386.297,308443.1415,306308.1005,30314.9921,424409.8898
2024,4,51,Central,Small & Medium,409755.7666,533968.8425,467357.9538,27783.797,472324.549
2024,4,51,West,Strategic,638721.2532,518062.8769,821985.6258,26831.8871,295150.7585
2024,4,51,East,Small & Medium,386469.8062,406641.5257,687232.3433,31931.7137,478975.7058
2024,4,51,Central,Large,611213.777,316403.3731,605634.704,27912.0638,614065.4041
2024,4,51,East,Small & Medium,455587.9278,397838.3427,475682.0389,27453.4016,384347.6221
2024,4,51,East,Small & Medium,478989.8038,355893.2363,475237.3632,26997.1794,296968.9735
2024,4,51,East,Small & Medium,515123.9948,260661.6361,488514.1283,35513.7376,532706.0641
2024,4,51,East,Small & Medium,412811.4354,222608.2457,451758.66,28361.4418,538867.3942
2024,4,51,East,Small & Medium,629657.9136,409110.0205,367376.9834,27454.1542,329449.8499
2024,4,51,West,Small & Medium,610413.352,347597.9037,540579.5498,23453.9072,398716.4217
2024,4,51,East,Small & Medium,403666.2367,416571.1986,543295.1374,32237.3064,548034.2088
2024,4,51,East,Small & Medium,340180.5245,619550.1911,375821.7428,31469.7082,534985.0386
2024,4,51,East,Small & Medium,377396.4047,269544.4435,440633.2837,30671.9526,582767.1003
2024,4,51,East,Large,265127.4488,371816.4814,313549.8354,36492.1234,656858.2205
2024,4,51,East,Strategic,460584.0584,336734.8433,365759.2545,29606.2661,532912.7894
2024,4,51,East,Strategic,387156.9545,572787.559,363634.0584,27087.1263,406306.8938
2024,4,51,East,Strategic,600212.2736,404481.4687,574790.339,31029.4794,279265.3147
2024,4,51,East,Small & Medium,284658.0235,624110.0736,682148.8634,33559.8403,268478.722
2024,4,51,East,Small & Medium,260353.563,572147.1597,456647.3979,27852.1168,584894.4538
2024,4,51,East,Small & Medium,405855.2792,328894.5406,420463.962,29033.3027,580666.0537
2024,4,51,East,Small & Medium,304521.4414,571010.6883,245939.0929,24134.6026,337884.437
2024,4,51,East,Small & Medium,592399.2111,629538.488,474030.0501,30402.6608,395234.5907
2024,4,51,East,Small & Medium,445001.4333,480661.2924,469590.8943,34877.8644,418534.3724
2024,4,51,East,Small & Medium,496812.6564,696011.481,403086.858,33377.1805,467280.5269
2024,4,51,East,Small & Medium,666293.8586,414875.9257,540059.5626,35951.0085,754971.1789
2024,4,51,East,Small & Medium,681064.8868,478449.047,579604.4069,30267.0917,423739.2835
2024,4,51,East,Small & Medium,360309.9782,626718.2359,662856.0283,33476.4101,368240.5109
2024,4,51,Central,Small & Medium,355090.4418,384720.4241,486692.7448,23821.658,333503.2119
2024,4,51,East,Small & Medium,385072.7362,595222.4056,401062.1156,26236.7371,498498.0054
2024,4,51,Central,Small & Medium,533170.1269,410516.5974,288536.5537,29993.6033,509891.2554
2024,4,51,East,Small & Medium,581027.5901,458351.5085,373594.754,27392.5571,438280.913
2024,4,51,Central,Small & Medium,602680.0571,384685.6642,652905.9963,33710.4773,303394.2961
2024,4,51,East,Large,376402.1242,522720.1616,490069.0356,31029.3855,403382.012
2024,4,51,East,Strategic,850939.1182,505210.4912,385408.5111,34659.1116,415909.339
2024,4,51,Central,Strategic,313221.7376,274913.2867,450472.639,32318.2291,581728.1229
2024,4,51,West,Large,435604.8534,299563.9073,566783.7695,36065.1197,577041.9157
2024,4,51,East,Large,484547.8506,361879.5295,459804.2055,31280.3986,187682.3917
2024,4,51,Central,Small & Medium,393825.0433,383313.5159,334685.7916,30363.7273,394728.4549
2024,4,51,West,Large,656075.9512,507828.4405,602577.1965,23040.4566,207364.1093
2024,4,51,Central,Small & Medium,494997.6118,458722.7167,442474.5436,27225.2965,517280.6337
2024,4,51,Central,Small & Medium,299624.0899,224270.1506,704854.4051,34297.1215,445862.5797
2024,4,51,East,Strategic,324226.971,356078.6871,432788.6911,28111.2213,449779.5408
2024,4,51,West,Small & Medium,245589.6843,411467.7405,536315.8188,33983.8524,815612.4579
2024,4,51,Central,Small & Medium,503710.1557,507927.2882,325668.1675,27345.0987,300796.086
2024,4,51,West,Strategic,450717.221,605556.7582,378075.8642,31384.8023,376617.6277
2024,4,51,West,Strategic,518522.6771,493653.8938,473681.5573,31297.4296,469461.4433
2024,4,51,Central,Small & Medium,412687.8091,645855.665,631105.9239,31292.8503,531978.4555
2024,4,51,East,Strategic,583070.4161,413325.3237,422536.0785,36542.6127,328883.5142
2024,4,51,East,Large,620729.1186,567283.1333,563222.4062,32001.0071,672021.1489
2024,4,51,East,Small & Medium,483789.1426,485736.622,417453.7224,30522.1137,518875.9325
2024,4,51,East,Small & Medium,494416.045,318970.4271,475530.8465,32196.5276,643930.5525
2024,4,51,Central,Large,464528.1683,322882.2,561623.2692,28260.7168,536953.6187
2024,4,51,West,Large,770530.3845,464236.0482,380361.047,28348.3663,453573.8606
2024,4,51,West,Large,337952.2388,521750.6509,363311.4228,26774.9121,481948.4186
2024,4,51,Central,Strategic,487105.1616,531271.1302,349517.2805,34019.8114,306178.3027
2024,4,51,East,Strategic,421526.1878,492843.0134,557710.1389,30735.5043,338090.5476
2024,4,51,West,Large,493256.0864,295182.1162,646343.7161,33293.3539,699160.4326
2024,4,51,Central,Large,475728.2696,504355.7022,374356.6942,27204.815,408072.2248
2024,4,51,East,Large,596317.9956,218226.3894,690368.2956,30795.1845,523518.1371
2024,4,51,Central,Large,366554.7186,660479.3404,746117.7443,31886.1711,510178.7376
2024,4,51,East,Large,409605.787,566682.791,558302.4471,29671.5939,563760.2845
2024,4,51,Central,Small & Medium,516060.1843,307533.7697,690964.6882,31663.9481,664942.9097
2024,4,51,East,Large,418367.8051,154319.6438,330832.5828,25552.3963,306628.7551
2024,4,51,Central,Small & Medium,281535.1313,419703.0141,673483.3685,27315.2539,355098.301
2024,4,51,Central,Small & Medium,626013.2631,381960.684,522634.5149,25450.1009,559902.2189
2024,4,51,East,Small & Medium,106893.4085,354733.3605,383553.6693,29775.6308,387083.2006
2024,4,51,East,Large,530949.4105,538274.7572,250456.4061,25807.6456,335499.3926
2024,4,51,East,Strategic,370777.6781,669879.7034,563772.7154,25635.3273,307623.9273
2024,4,51,Central,Strategic,254976.9046,302424.2691,562834.42,30146.912,512497.5037
2024,4,51,Central,Large,591034.5103,413902.2628,490256.9276,29727.4161,416183.8258
2024,4,51,Central,Large,424647.5444,553697.962,560252.1751,26363.6457,290000.1022
2024,4,51,Central,Large,640611.2783,598877.9438,425105.1574,31480.2132,535163.624
2024,4,51,Central,Large,597869.4998,462804.8005,308346.7917,34993.004,489902.0561
2024,4,51,West,Strategic,473273.1911,330855.1048,632053.3381,32675.6354,490134.5312
2024,4,51,East,Large,715323.9496,408768.8673,365966.0447,23850.4261,262354.6871
2024,4,51,Central,Small & Medium,364066.6578,346319.2819,393627.5743,27019.0181,513361.3444
2024,4,51,Central,Small & Medium,538578.2464,467913.3314,415273.9239,32526.0566,292734.5094
2024,4,51,East,Small & Medium,528623.6677,642660.3364,616929.5952,33860.9952,372470.9468
2024,4,51,Central,Strategic,655474.5518,356873.2553,658566.2517,32312.3698,420060.8072
2024,4,51,Central,Large,650425.2415,492229.2266,696950.4272,32706.9264,523310.8222
2024,4,51,Central,Small & Medium,387836.6139,402438.8916,592885.0395,36357.3863,436288.6353
2024,4,51,Central,Small & Medium,436827.5026,617586.4573,635159.1946,34962.481,489474.734
2024,4,51,Central,Strategic,385170.2746,272601.8275,390802.7237,32557.6464,423249.4028
2024,4,51,Central,Large,659198.3695,482268.0844,544188.4382,27453.5095,384349.1329
2024,4,51,East,Small & Medium,421545.9637,665167.5534,729750.1033,37160.8692,445930.4302
2024,4,51,East,Large,459826.6094,527469.2937,532807.3629,33015.5954,660311.9087
2024,4,51,Central,Strategic,561379.5929,444704.183,332478.6817,30579.2834,305792.8335
2024,4,51,East,Strategic,819887.5682,516068.4902,425358.7306,37653.2326,527145.2558
2024,4,51,East,Small & Medium,382484.7395,529854.4956,272625.8673,27186.2867,326235.4407
2024,4,51,East,Large,522134.6337,532816.0354,526647.9176,17903.8056,196941.8611
2024,4,51,Central,Strategic,453073.9568,223351.12,496976.9158,30493.9326,518396.855
2024,4,51,East,Large,342661.3547,628124.0757,350255.995,32307.4146,646148.2925
2024,4,51,East,Small & Medium,328294.0883,386386.5771,325852.9044,31724.9904,507599.8468
2024,4,51,Central,Strategic,430139.9452,690733.4497,463972.1918,31354.0354,438956.4956
2024,4,51,West,Large,446813.8058,529364.0478,645810.076,30067.9449,360815.339
2024,4,51,East,Strategic,494783.7352,419317.2917,303887.9895,26440.381,555248.0014
2024,4,51,West,Strategic,423195.4622,288924.1977,466612.7852,31231.8065,437245.2907
2024,4,51,West,Small & Medium,267573.4315,503260.9248,448711.1567,28359.3778,482109.4231
2024,4,51,West,Large,606653.7334,590120.7661,455690.0905,31400.6599,659413.8579
2024,4,51,East,Small & Medium,219759.2246,396049.1025,552160.4827,33223.2512,498348.7677
2024,4,51,East,Large,688695.2624,891209.8013,586635.0578,29520.202,501843.4343
2024,4,51,Central,Large,541814.2986,521145.5632,360214.31,34252.713,685054.2597
2024,4,51,East,Large,782021.6788,456137.5892,581393.0934,32253.1893,612810.5973
2024,4,51,East,Strategic,372825.6357,599769.2741,462246.046,25764.168,463755.0234
2024,4,51,East,Strategic,614975.2169,475889.1392,354264.0697,32195.029,579510.5219
2024,4,51,East,Large,509031.9262,495824.3926,564033.9746,30565.6977,550182.5586
2024,4,51,Central,Small & Medium,359668.2474,344681.6701,386451.4627,33913.0396,440869.5149
2024,4,51,Central,Small & Medium,610963.3276,593236.2337,540994.469,29828.2951,417596.1319
2024,4,51,East,Strategic,417891.659,514700.1903,359073.007,32164.9428,514639.0851
2024,4,51,East,Large,626866.3166,680010.5507,229326.2183,26893.8817,403408.225
2024,4,51,East,Large,411647.4825,501449.6889,441550.3058,31793.0049,349723.0541
2024,4,51,East,Strategic,346681.9627,524540.8916,409527.8571,28742.5594,344910.7129
2024,4,51,Central,Strategic,597351.9782,452873.0645,643234.6799,28914.2914,404800.0789
2024,4,51,Central,Large,343423.9915,339313.507,500645.4282,35097.9634,526469.4515
2024,4,51,West,Large,364296.935,566946.3301,148707.5742,31330.6637,438629.2923
2024,4,51,Central,Large,391702.9478,250837.1802,567592.7336,29352.7233,410938.1265
2024,4,51,East,Small & Medium,748285.8803,444476.816,524899.9406,26665.4108,533308.2165
2024,4,51,West,Large,464191.579,461022.6336,418141.8207,28427.9812,568559.6241
2024,4,51,West,Strategic,593221.9374,236369.0766,458759.3185,31294.1343,813647.4921
2024,4,51,Central,Strategic,583992.3506,252381.3607,351377.8737,29694.7385,415726.3385
2024,4,51,Central,Strategic,616447.5713,355568.8028,416773.6773,26938.9974,404084.9616
2024,4,51,Central,Strategic,460481.9867,598518.2745,250759.7522,32868.0095,525888.1516
2024,4,51,Central,Strategic,506309.4596,446827.368,388374.8881,29956.9036,269612.1324
2024,4,51,Central,Strategic,748070.8331,557893.5257,385774.1515,29335.0399,528030.718
2024,4,51,East,Strategic,488712.3845,522785.5807,412638.9603,32115.7213,353272.9346
2024,4,51,Central,Small & Medium,442261.2307,378911.5564,570179.4682,31526.8843,504430.1483
2024,4,51,West,Strategic,406320.5037,433774.8644,407480.2212,30907.0665,494513.0633
2024,4,51,East,Small & Medium,325165.8839,399812.9437,313462.4123,28459.5223,369973.7903
2024,4,51,Central,Small & Medium,279622.8439,272238.4371,376867.8843,35705.0871,571281.3938
2024,4,51,East,Strategic,581813.4916,264553.3738,341118.6825,29511.9215,619750.3524
2024,4,51,West,Small & Medium,435754.076,428149.432,346931.1934,29093.8705,552783.5388
2024,4,51,Central,Strategic,487111.5387,443056.1133,590107.6115,32495.6076,617416.5446
2024,4,51,East,Strategic,618871.8956,278754.37,616749.381,31704.2887,475564.3309
2024,4,51,East,Strategic,431422.5344,750063.5218,506268.5447,26489.2851,450317.8463
2024,4,51,Central,Large,549779.9909,215347.3455,450488.1514,32487.4116,487311.1734
2024,4,51,East,Strategic,648356.443,523031.8979,340523.8341,34284.8134,342848.1337
2024,4,51,East,Small & Medium,432924.9696,519324.8275,539218.7577,28681.8972,487592.2529
2024,4,51,East,Strategic,680619.0931,338266.8588,374240.5785,30972.4152,495558.6431
2024,4,51,Central,Strategic,510308.488,387976.3818,424228.8909,34525.6503,794089.9576
2024,4,51,East,Strategic,522090.0378,491025.3218,370464.3846,29676.7282,385797.4667
2024,4,51,West,Large,382103.5775,242837.6329,437574.7268,29197.3757,467158.0116
2024,4,51,West,Large,445489.6426,496701.528,277497.9867,21984.1511,241825.6618
2024,4,51,East,Large,446693.9501,495726.7673,501305.9892,31983.7459,575707.4267
2024,4,51,East,Strategic,647292.5433,375176.1928,500868.1425,30953.3019,216673.1135
2024,4,51,Central,Small & Medium,289316.3013,491335.3158,440460.9038,32161.5309,739715.2112
2024,4,51,West,Small & Medium,398034.6494,702353.4283,462661.6737,30449.1961,608983.9221
2024,4,51,Central,Small & Medium,415510.4615,537341.5093,665669.4371,30322.7233,515486.2966
2024,4,51,Central,Strategic,553484.1088,511765.5056,530560.3317,25899.9165,336698.9151
2024,4,51,East,Large,441920.6173,481391.9074,375468.4747,27367.192,465242.2632
2024,4,51,West,Large,443227.3325,413094.6777,492668.3562,28772.4638,374042.0296
2024,4,51,West,Strategic,271476.2313,397994.8656,625522.3297,35385.3885,424624.6624
2024,4,51,West,Strategic,656420.1758,575186.7655,517026.8858,28007.5735,420113.6031
2024,4,51,West,Large,379275.1679,438802.0119,341731.504,33007.9026,363086.9285
2024,4,51,West,Strategic,564347.7926,491413.6548,309725.2389,37391.4558,486088.9257
2024,4,51,East,Strategic,452022.5543,324137.3009,573723.6817,31414.3046,439800.2637
2024,4,51,East,Strategic,695868.7463,498082.2654,460348.1206,27776.5667,472201.6331
2024,4,51,East,Large,564089.7374,425684.4627,325805.5881,38706.6312,464479.5738
2024,4,51,East,Strategic,352604.9041,347706.74,263066.4239,34055.0957,408661.1487
2024,4,51,West,Large,312335.2553,502041.4442,513092.8721,25304.8439,328962.9703
2024,4,51,East,Strategic,819325.6767,340153.0258,545903.1108,28740.8094,373630.5227
2024,4,51,East,Strategic,435646.7739,483032.3773,761474.2502,25845.7472,413531.9544
2024,4,51,East,Strategic,484401.0608,621215.463,498446.8697,30462.752,700643.2965
2024,4,51,East,Strategic,478206.176,228224.8311,496465.7375,30637.3178,275735.8602
2024,4,51,East,Strategic,732931.5353,441394.3797,505616.4321,30017.2918,450259.377
2024,4,51,West,Large,745880.5687,475160.3791,519535.8348,32410.656,550981.1514
2024,4,51,East,Large,478974.9575,431471.9107,675321.9614,33668.452,673369.0398
2024,4,51,East,Large,534060.763,568879.9265,592038.1375,31708.0359,602452.6812
2024,4,51,East,Strategic,592017.118,447954.9534,456984.3808,32523.3464,455326.8496
2024,4,51,East,Large,363837.1751,449823.9781,545995.2881,28854.3951,432815.9259
2024,4,51,East,Large,399553.7705,511201.4143,533429.3328,31690.7093,380288.5115
2024,4,51,Central,Small & Medium,347373.3197,410806.4748,352101.7313,25285.6213,404569.9409
2024,4,51,West,Large,353453.5506,510945.1927,185135.722,30558.9645,366707.5739
2024,4,51,Central,Large,270784.1054,294452.219,211463.291,34750.7153,451759.2994
2024,4,51,East,Strategic,567572.4097,455586.9073,319430.7659,28784.0943,489329.6028
2024,4,51,West,Strategic,648402.5003,601760.0622,430961.8192,32792.8951,459100.5319
2024,4,51,Central,Strategic,457799.6075,438845.8462,220774.9682,31239.9348,312399.3484
2024,4,51,Central,Small & Medium,577733.2918,596975.5569,496443.132,32597.4602,619351.7439
2024,4,51,Central,Strategic,443002.4013,291804.5016,488894.5674,28337.0447,538403.8493
2024,4,51,West,Strategic,259905.1151,437726.2576,526376.4718,30627.653,612553.0597
2024,4,51,East,Strategic,462120.1433,353446.2884,519372.6564,35991.2563,359912.5626
2024,4,51,Central,Strategic,596906.1698,466170.7856,474777.3925,32551.2843,325512.8433
2024,4,51,West,Large,416228.7187,489008.3542,766247.9671,34873.807,313864.2631
2024,4,51,East,Strategic,406405.5904,357083.0199,499611.2977,27848.5644,362031.3371
2024,4,51,Central,Large,412313.5574,436744.2528,534787.3758,35902.4138,323121.7245
2024,4,51,West,Small & Medium,710667.5183,223378.8685,510767.5612,33097.3426,562654.8236
2024,4,51,Central,Small & Medium,530533.8022,320241.8333,550068.6334,31217.1395,468257.0924
2024,4,51,Central,Small & Medium,367521.7736,371562.0629,442892.73,25673.3115,256733.1145
2024,4,51,East,Large,631286.6928,311320.7763,446798.0385,33931.5043,407178.0521
2024,4,51,East,Large,443088.522,473689.645,465036.0047,21087.4583,189787.1245
2024,4,51,East,Large,315488.2194,530072.2781,365985.1273,26271.8443,472893.1974
2024,4,51,East,Strategic,410294.2707,203666.6951,230622.0829,20812.5153,249750.183
2024,4,51,West,Large,281464.5243,541844.4879,559345.246,35541.1053,533116.5802
2024,4,51,Central,Large,292256.614,346626.2794,545282.2407,30506.0525,640627.1029
2024,4,51,East,Strategic,473707.0552,532667.2675,328005.5504,22673.9776,317435.6869
2024,4,51,West,Large,526813.0417,388942.7335,422997.2438,28870.372,692888.9291
2024,4,51,West,Strategic,725848.9661,252511.9512,311154.6164,36334.6897,508685.6563
2024,4,51,East,Strategic,529659.184,573313.5514,231343.2035,29309.888,175859.3277
2024,4,51,East,Strategic,563550.2657,326389.0068,485913.0233,36039.2439,504549.4151
2024,4,51,Central,Strategic,419850.9321,462957.9227,510418.8019,28223.2973,282232.9728
2024,4,51,East,Large,411532.5505,488502.3998,391006.7089,24785.6958,346999.7416
2024,4,51,East,Large,202562.3434,578182.0091,274798.932,29144.809,408027.3266
2024,4,51,East,Large,165987.9601,515550.3673,297306.4944,34246.9689,513704.533
2024,4,51,East,Strategic,569936.047,295729.2047,329615.5318,31034.7166,465520.7485
2024,4,51,East,Strategic,765095.4005,474748.9439,595135.7396,28780.8049,604396.9034
2024,4,51,East,Large,496695.1315,548046.4227,442676.7719,31560.117,378721.4034
2024,4,51,East,Strategic,392771.1872,718401.899,575427.5375,30588.6413,428240.9777
2024,4,51,East,Small & Medium,271327.5899,394542.201,627872.1153,29393.7386,352724.863
2024,4,51,West,Strategic,588227.1283,369733.8177,334674.5486,32472.1134,584498.0415
2024,4,51,West,Small & Medium,478663.2318,641716.2966,575718.0237,30235.9292,514010.7971
2024,4,51,East,Small & Medium,418304.1192,586251.3463,632403.9564,26315.6668,210525.3341
2024,4,51,East,Strategic,459107.572,290248.1193,748953.9317,27599.4658,413991.9871
2024,4,51,East,Small & Medium,444265.7374,623022.8107,603468.084,27792.8463,305721.3097
2024,4,51,East,Small & Medium,417652.2259,675048.7023,368395.1962,25840.3692,413445.9074
2024,4,51,East,Small & Medium,554274.0447,236851.604,667362.4765,34967.1312,454572.7061
2024,4,51,East,Large,344862.6462,803320.6703,534943.8506,30220.4325,664849.5146
2024,4,51,Central,Small & Medium,448325.6989,388960.7914,448485.4517,35897.5211,574360.3383
2024,4,51,Central,Strategic,605422.5604,528516.834,462667.2646,26746.9205,320963.0456
2024,4,51,Central,Large,505226.0222,334216.712,483720.924,36483.2828,620215.8083
2024,4,51,West,Large,309537.992,397006.9519,390116.3111,34096.9646,579648.3979
2024,4,51,Central,Strategic,516520.2517,170001.5077,641953.4878,28076.6163,308842.7789
2024,4,51,Central,Strategic,581465.1291,382247.5054,503425.9227,28319.6144,481433.445
2024,4,51,East,Large,307958.4234,578702.0016,514126.6169,29375.4825,499383.2027
2024,4,51,Central,Small & Medium,531804.7839,328617.4487,556064.4287,32781.8354,491727.531
2024,4,51,West,Large,391722.8418,432577.9251,515828.8059,30215.166,574088.1539
2024,4,51,West,Large,272070.2009,197828.5749,531959.8736,27103.9104,406558.6555
2024,4,51,East,Strategic,614810.0072,487297.9925,418679.1203,37274.6671,484570.6725
2024,4,51,East,Strategic,642387.5001,344876.215,432262.9259,28737.8597,373592.176
2024,4,51,East,Large,316672.0623,293386.1785,367920.5742,29215.278,642736.1152
2024,4,51,West,Small & Medium,425805.0848,438231.3237,180548.6318,27194.9668,380729.5354
2024,4,51,Central,Small & Medium,513025.7069,529308.2377,355373.0214,29184.5673,496137.6434
2024,4,51,West,Large,481729.468,365355.8185,385507.9005,26538.3949,238845.5539
2024,4,51,West,Large,567719.0258,399604.5769,715974.192,30080.5149,451207.7237
2024,4,51,West,Small & Medium,565161.349,517567.6536,507312.5886,29613.0764,266517.6878
2024,4,51,Central,Small & Medium,753087.4132,331543.7973,416913.8608,26848.1512,349025.965
2024,4,51,East,Small & Medium,789128.2145,477191.5116,526042.3939,28732.5751,545918.9264
2024,4,51,West,Strategic,436390.8615,543800.2735,456939.8567,24859.8343,447477.0166
2024,4,51,West,Small & Medium,468101.4685,537784.4842,360297.041,37340.059,597440.9435
2024,4,51,West,Small & Medium,597638.4916,350895.2738,699153.5334,37961.4319,227768.5916
2024,4,51,East,Large,264042.2027,502478.7744,595718.4717,31933.716,319337.1596
2024,4,51,Central,Small & Medium,209307.3396,440627.8587,420379.4623,32690.5398,555739.1771
2024,4,51,West,Small & Medium,287196.4805,422298.3046,652944.9653,29400.7714,441011.5704
2024,4,51,East,Small & Medium,406645.8294,346377.0064,543996.0116,27941.0499,502938.8979
2024,4,51,West,Strategic,546628.954,398033.9913,400521.9145,28210.5798,648843.3346
2024,4,51,East,Strategic,342338.2307,513302.5951,580566.7272,28498.0406,398972.569
2024,4,51,Central,Large,698447.0604,450914.0094,641808.9309,28169.6656,394375.3182
2024,4,51,East,Large,478369.7231,366791.457,583750.3958,32066.4108,384796.9293
2024,4,51,West,Large,715066.5571,349793.4456,367606.4118,35858.6595,645455.8702
2024,4,51,West,Strategic,509148.5202,533732.5537,482420.1576,33972.1463,543554.3408
2024,4,51,East,Strategic,483485.2552,579184.9922,479773.954,32204.3161,418656.1092
2024,4,51,East,Large,285821.4156,242373.417,302870.1058,26856.2603,241706.3426
2024,4,51,Central,Strategic,573813.6719,553225.9992,450426.3348,26333.6603,526673.2055
2024,4,51,Central,Small & Medium,340576.5703,372083.7365,622787.7399,30151.3729,391967.8474
2024,4,51,Central,Strategic,427568.8972,345426.4246,562927.3066,32013.9217,704306.2784
2024,4,51,West,Small & Medium,428723.5232,472444.0114,355181.7162,36615.4508,439385.4097
2024,4,51,East,Large,420960.2353,260550.7888,386915.8909,32817.8717,525085.9476
2024,4,51,East,Strategic,312945.3538,294480.5934,139345.0441,26857.2584,161143.5506
2024,4,51,Central,Strategic,578100.1201,412139.4801,573800.6676,28273.8559,367560.1273
2024,4,51,East,Large,258345.1309,568751.6331,254227.2224,34466.0924,379127.0159
2024,4,51,Central,Large,445360.6785,476989.4901,704571.5549,35152.7183,667901.6483
2024,4,51,West,Large,403360.5721,270412.9204,463221.4645,33074.3502,562263.9539
2024,4,51,West,Small & Medium,640605.3665,569866.5865,403800.2418,29881.3987,418339.5818
2024,4,51,East,Strategic,590958.0093,779167.9876,672023.4387,31728.7242,602845.7599
2024,4,51,Central,Strategic,420403.7832,442477.103,356951.08,27953.106,391343.4834
2024,4,51,East,Strategic,622406.5889,430627.7806,387603.4913,27808.1949,305890.1444
2024,4,51,Central,Small & Medium,586726.1681,417177.9411,365496.7275,29719.1552,326910.7076
2024,4,51,West,Strategic,248171.6444,387485.4912,362630.0093,33712.8142,539405.0272
2024,4,51,Central,Small & Medium,410316.0292,678991.3757,794201.5542,32517.95,455251.3003
2024,4,51,Central,Small & Medium,470429.6482,597187.9462,413877.3968,27187.3909,516560.4273
2024,4,51,West,Large,534782.5278,533390.3218,433779.34,33172.9162,431247.9105
2024,4,51,East,Small & Medium,371342.9532,622447.7374,678330.8875,28315.643,424734.645
2024,4,51,Central,Large,509586.907,566931.3348,171605.534,36942.8972,517200.5607
2024,4,51,West,Strategic,521674.3381,407887.4494,498633.0038,30281.3717,454220.5752
2024,4,51,East,Strategic,613153.6466,567434.1479,477326.6219,34719.9663,590239.4271
2024,4,51,Central,Strategic,622073.94,504101.1933,629564.3821,32194.3861,515110.1782
2024,4,51,Central,Strategic,409349.282,626626.4924,338903.8335,33120.455,397445.4594
2024,4,51,East,Strategic,398818.1764,437847.4286,601174.8535,25055.6255,551223.7613
2024,4,51,Central,Large,592801.8434,597062.19,493113.4004,33410.9563,334109.5633
2024,4,51,Central,Strategic,642900.1128,368820.3307,407825.9708,30748.8874,491982.1989
2024,4,51,West,Small & Medium,604236.56,399326.8584,347093.4676,29641.8722,355702.4667
2024,4,51,Central,Large,620097.7779,564562.3819,586566.3499,29539.929,324939.2195
2024,4,51,East,Strategic,538229.6445,485903.1136,606497.504,29059.0152,639298.3344
2024,4,51,Central,Large,364572.0253,309087.6417,287042.677,32205.2401,483078.6009
2024,4,51,East,Strategic,195291.5506,549167.6857,684361.5921,19555.6975,273779.7646
